heart_rate,body_temp,accelerometer_x,accelerometer_y,accelerometer_z,target
101,38.521046708125276,1.3155628495542144,1.849066279935883,4.137765261370235,1
142,39.47263684510598,1.8006820373575954,0.261775100937362,0.8535418165624009,1
64,37.589957277378076,0.4382137338191927,3.8378381425895913,0.15231843154480063,1
121,35.76548181677338,4.684789115155314,2.082522159519395,1.0222418623213652,1
110,36.70265543479235,2.7690112035618815,4.110899434082117,1.7020577805712982,1
70,37.17849377839181,1.5276215532901176,4.251740005599477,2.5529037872977995,1
132,38.87550344798961,1.984907585371417,1.0599702734932903,3.075645702705999,1
136,38.42466982801347,2.236012702524178,3.2867674108506426,4.5530285860721085,1
124,37.136580355387075,3.0029716668030866,2.3614090208149086,2.5492700477522883,1
124,40.91909149275788,2.578397138482489,4.400783689607425,2.506378223128647,1
137,38.63464891614132,4.596959866072087,1.0787033958822705,0.25121504911491066,1
149,36.423360750415966,2.484817414529151,3.389066001550221,0.17455776328111905,1
73,35.61069483572242,4.960790074116563,3.038760611263613,2.7557998095818603,1
52,35.91715483510599,4.257124788725479,1.476507387859164,2.1908930662417223,1
71,36.47574637030705,1.042552571786679,0.6830045182558631,4.195901974901493,1
102,35.964088239557334,4.652976073219581,3.258198802386383,0.8033979235592259,1
51,36.119402144307834,0.5818319894273805,3.6929872906616534,0.12485831058524799,1
137,36.71057101216308,4.087248542455958,1.5781367188167499,2.2451938396506295,1
79,36.040241571768526,1.9031164673829004,3.224163020111569,1.1873927837612874,1
87,40.38059254775855,4.389871602225347,1.9756545380575163,0.24807186669418724,1
51,35.48140247396985,4.340283450537251,3.5660344164130886,3.622991434238145,1
113,38.14706833742153,4.029627000588106,0.9960763744702655,0.5579649997862374,1
109,37.46238096193797,3.950152181535307,4.451075013180872,3.0415975000388586,1
70,40.894271701451636,1.523395695490204,1.4370479823278988,1.4052487508344458,1
82,35.672233413008314,0.4045964152562609,1.8389299387807645,0.8674802517751101,0
125,37.38713359427445,2.014900893825807,0.2904597604017489,1.8987576145965872,1
107,40.81682259965221,0.8676225749325434,0.557561061606382,4.007228881114768,1
71,40.193042755363884,3.4747554445123088,2.5793095135616406,1.9604678845228634,1
138,39.90243242569568,1.7304986326889278,1.3379633836398575,3.7538482460552784,1
98,36.54741696226964,4.878051004299574,4.177401128710972,0.6274314839957534,1
140,36.025325524340396,3.20486038672666,0.07346694327476921,3.8638570983253957,1
108,39.01185931954659,4.112402818171804,1.8954702433596808,1.1846666245332433,1
91,40.57625593476551,0.6626233637092421,1.6867277338454634,3.386965649444364,1
141,38.34057735808358,4.310072411363112,0.09663815458800518,2.828907774204982,1
109,38.429676136819396,4.613785952566972,0.6218419950025511,4.645723586058437,1
129,36.679874561961704,2.4353095940946794,2.068213374593176,1.93661258987657,1
64,39.61695759915162,3.031264688754887,2.4643229222372334,0.33082594417220224,1
111,36.12226249134514,3.8240490045149773,2.0214487362743454,0.09577742775626452,1
111,36.94207541842546,0.8741931363020627,2.654688392060469,4.134292804863765,1
96,37.5526186316985,2.5128303823172122,2.9756583745284075,2.623678188307161,0
111,38.04566227210673,1.9933151388615655,0.04961910563917815,3.8762202591747466,1
100,36.45445839449048,0.7318699608112456,2.3204757972675196,1.1721280000575733,0
104,35.68902094843522,1.8376721114576573,4.8174962044379415,1.7254187275661685,1
113,38.663720254649796,0.34086154692746784,2.5951614006477435,0.1505193610565947,1
52,36.73178331944153,0.12905953474743492,3.387711337294766,4.8074616228705604,1
100,38.487429328535676,0.6758314457741138,1.559319289584416,3.339339533504067,1
56,35.92617629164521,4.815575557945869,3.8699568907638127,4.666025438796531,1
70,37.8868406111289,2.747647679475085,3.8646074093805756,1.3274820371453617,1
122,38.19553659530951,4.8291108057661,2.6064802382706946,3.057318056128304,1
88,35.31094122093456,2.16248939165066,4.880069116396068,3.392499841463189,1
67,37.019625669163524,1.5590806654262979,0.6277510738132669,1.5877485012879422,0
53,35.80648806163384,2.5307093142012205,0.08473832444790497,4.24054617507815,1
